CITY_NAME,Abriviation,CITY_MARKET_ID,WAC,
Yuma,NYL,33785,81,
El Dorado,ELD,31531,71,
Staunton,SHD,34802,38,
Watertown,ATY,30409,67,
Kalaupapa,LUP,33109,2,
Hibbing,HIB,32129,63,
Hays,HYS,32255,62,
Altoona,AOO,30322,23,
Alliance,AIA,30221,65,
Chadron,CDR,30925,65,
McCook,MCK,33200,65,
Vernal,VEL,35582,87,
Butte,BTM,30779,84,
Elko,EKO,31525,85,
Muskegon,MKG,33344,43,
Paducah,PAH,34006,52,
Visalia,VIS,35601,91,
Decatur,DEC,31288,41,
Lancaster,LNS,33032,23,
Moab,CNY,31092,87,
Kamuela,MUE,33520,2,
Watertown,ART,30361,22,
DuBois,DUJ,31441,23,
Merced,MCE,33194,91,
Hana,HNM,32174,2,
Beaumont/Port Arthur,BPT,30728,74,
Stillwater,SWO,35074,73,
El Centro,IPL,32363,91,
Jonesboro,JBR,32455,71,
Jackson,MKL,33348,54,
Walla Walla,ALW,30275,93,
Clovis,CVN,31197,86,
Show Low,SOW,34943,81,
Binghamton,BGM,30577,22,
Texarkana,TXK,35401,71,
Franklin/Oil City,FKL,31684,23,
Morgantown,MGW,33282,39,
Dubuque,DBQ,31274,61,
Brunswick,BQK,30731,34,
Pullman,PUW,34303,93,
Bradford,BFD,30557,23,
Jamestown,JHW,32494,22,
Glasgow,GGW,31908,84,
Havre,HVR,32245,84,
Saranac Lake/Lake Placid,SLK,34875,22,
Kirksville,IRK,32375,64,
Cape Girardeau,CGI,30967,64,
Mayaguez,MAZ,33176,3,
Fort Leonard Wood,TBN,35138,64,
Augusta/Waterville,AUG,30414,12,
Charlotte Amalie,SPB,34945,4,
Christiansted,SSB,34992,4,
Quincy,UIN,35454,41,
Marion/Herrin,MWA,33543,41,
Norwich,OIC,33845,22,
Orlando,ISM,31454,33,
Lewiston/Auburn,LEW,32944,12,
North Adams,NAD,33599,13,
Columbia,MRC,33464,54,
New Smyrna Beach,DQN,31394,33,
San Diego,NZY,33570,91,
Rosario,RSJ,34628,93,
Chicopee Falls,CEF,30933,13,
Monroe,N2C,36698,36,
Marion,MNN,33410,44,
Anderson,AND,30300,37,
Battle Creek,BTL,30778,43,
Ogden,HIF,32131,87,
Hayward,HWD,32247,91,
Northway,ORT,33940,1,
Gasquet,ZXC,36336,91,
Selma,SEM,34753,51,
